Func,runtime
insertPoints , 0.63139
findPointsRtree , 0.00091
insertPoints , 0.6911
findPointsRtree , 0.00072
insertPoints , 0.646
findPointsRtree , 0.00065
insertPoints , 0.74661
findPointsRtree , 0.00064
insertPoints , 0.65937
findPointsRtree , 0.00062
insertPoints , 0.81497
findPointsRtree , 0.0007
insertPoints , 0.90594
findPointsRtree , 0.00073
insertPoints , 0.77639
findPointsRtree , 0.00077
insertPoints , 0.77602
findPointsRtree , 0.00077
insertPoints , 0.54852
findPointsRtree , 0.00068
insertPoints , 0.65602
findPointsRtree , 0.00068
insertPoints , 0.66098
findPointsRtree , 0.00063
insertPoints , 0.71975
findPointsRtree , 0.00058
insertPoints , 0.85295
findPointsRtree , 0.00069
insertPoints , 0.66668
findPointsRtree , 0.00072
insertPoints , 0.75347
findPointsRtree , 0.00078
insertPoints , 0.71669
findPointsRtree , 0.00077
insertPoints , 0.95024
findPointsRtree , 0.00161
insertPoints , 1.14158
findPointsRtree , 0.00091
insertPoints , 0.91908
findPointsRtree , 0.00267
insertPoints , 0.91019
findPointsRtree , 0.0007
insertPoints , 0.75052
findPointsRtree , 0.00074
insertPoints , 0.70775
findPointsRtree , 0.00145
insertPoints , 0.78986
findPointsRtree , 0.00058
insertPoints , 0.82247
findPointsRtree , 0.00062
insertPoints , 0.79939
findPointsRtree , 0.00067
insertPoints , 0.774
findPointsRtree , 0.00213
insertPoints , 0.773
findPointsRtree , 0.00066
insertPoints , 0.7014
findPointsRtree , 0.00066
insertPoints , 0.8076
findPointsRtree , 0.00068
insertPoints , 0.86579
findPointsRtree , 0.00068
insertPoints , 0.81209
findPointsRtree , 0.00086
insertPoints , 0.75328
findPointsRtree , 0.00094
insertPoints , 0.86441
findPointsRtree , 0.00065
insertPoints , 0.76727
findPointsRtree , 0.00066
insertPoints , 0.72823
findPointsRtree , 0.00065
insertPoints , 0.67885
findPointsRtree , 0.00069
insertPoints , 0.66185
findPointsRtree , 0.00062
insertPoints , 0.70773
findPointsRtree , 0.0007
insertPoints , 0.73746
findPointsRtree , 0.00071
insertPoints , 0.67886
findPointsRtree , 0.00075
insertPoints , 0.70976
findPointsRtree , 0.00065
insertPoints , 0.73665
findPointsRtree , 0.00077
insertPoints , 0.64278
findPointsRtree , 0.00066
insertPoints , 0.81566
findPointsRtree , 0.0008
insertPoints , 0.67823
findPointsRtree , 0.00069
insertPoints , 0.68546
findPointsRtree , 0.00072
insertPoints , 0.69694
findPointsRtree , 0.0006
insertPoints , 0.61882
findPointsRtree , 0.00066
insertPoints , 0.60695
findPointsRtree , 0.00061
insertPoints , 0.65763
findPointsRtree , 0.00056
insertPoints , 0.69905
findPointsRtree , 0.00064
insertPoints , 0.61897
findPointsRtree , 0.00063
insertPoints , 0.79537
findPointsRtree , 0.00065
insertPoints , 0.76189
findPointsRtree , 0.0008
insertPoints , 0.68628
findPointsRtree , 0.00068
insertPoints , 0.82769
findPointsRtree , 0.00076
insertPoints , 0.73048
findPointsRtree , 0.00067
insertPoints , 0.81369
findPointsRtree , 0.00065
insertPoints , 0.69459
findPointsRtree , 0.00069
insertPoints , 0.70647
findPointsRtree , 0.00069
insertPoints , 0.70016
findPointsRtree , 0.00108
insertPoints , 0.73781
findPointsRtree , 0.00077
insertPoints , 0.64939
findPointsRtree , 0.00075
insertPoints , 0.75831
findPointsRtree , 0.00079
insertPoints , 1.06624
findPointsRtree , 0.00116
insertPoints , 0.92239
findPointsRtree , 0.00074
insertPoints , 0.84384
findPointsRtree , 0.00145
insertPoints , 0.67893
findPointsRtree , 0.00064
insertPoints , 0.52625
findPointsRtree , 0.0006
insertPoints , 0.62255
findPointsRtree , 0.0013
insertPoints , 0.827
findPointsRtree , 0.00092
insertPoints , 0.84152
findPointsRtree , 0.00082
insertPoints , 0.74518
findPointsRtree , 0.00061
insertPoints , 0.79188
findPointsRtree , 0.00059
insertPoints , 0.55567
findPointsRtree , 0.00057
insertPoints , 0.5777
findPointsRtree , 0.00064
insertPoints , 0.54282
findPointsRtree , 0.00059
insertPoints , 0.63979
findPointsRtree , 0.00066
insertPoints , 0.76575
findPointsRtree , 0.00061
insertPoints , 0.72842
findPointsRtree , 0.00068
insertPoints , 0.85975
findPointsRtree , 0.00074
insertPoints , 0.74043
findPointsRtree , 0.00076
insertPoints , 0.65916
findPointsRtree , 0.00079
insertPoints , 0.84659
findPointsRtree , 0.00064
insertPoints , 0.66424
findPointsRtree , 0.00064
insertPoints , 0.64295
findPointsRtree , 0.00076
insertPoints , 0.61962
findPointsRtree , 0.00058
insertPoints , 0.63721
findPointsRtree , 0.00107
insertPoints , 0.94597
findPointsRtree , 0.0015
insertPoints , 0.90378
findPointsRtree , 0.00208
insertPoints , 0.86005
findPointsRtree , 0.00071
insertPoints , 0.75636
findPointsRtree , 0.00068
insertPoints , 0.6706
findPointsRtree , 0.00066
insertPoints , 0.68967
findPointsRtree , 0.00068
insertPoints , 0.68861
findPointsRtree , 0.00063
insertPoints , 0.59783
findPointsRtree , 0.00066
insertPoints , 0.70256
findPointsRtree , 0.00119
insertPoints , 0.78951
findPointsRtree , 0.00079
insertPoints , 0.95996
findPointsRtree , 0.00085
insertPoints , 0.96092
findPointsRtree , 0.00077
insertPoints , 0.86276
findPointsRtree , 0.00088
insertPoints , 1.0258
findPointsRtree , 0.00078
insertPoints , 0.89514
findPointsRtree , 0.00108
insertPoints , 0.74386
findPointsRtree , 0.00074
insertPoints , 0.94895
findPointsRtree , 0.00105
insertPoints , 1.00538
findPointsRtree , 0.00093
insertPoints , 0.88229
findPointsRtree , 0.00162
insertPoints , 0.82681
findPointsRtree , 0.00082
insertPoints , 0.82911
findPointsRtree , 0.00111
insertPoints , 0.8428
findPointsRtree , 0.00071
insertPoints , 0.86982
findPointsRtree , 0.00073
insertPoints , 0.84292
findPointsRtree , 0.00172
insertPoints , 0.82184
findPointsRtree , 0.00076
insertPoints , 0.84352
findPointsRtree , 0.0008
insertPoints , 0.80801
findPointsRtree , 0.00068
insertPoints , 0.75021
findPointsRtree , 0.00069
insertPoints , 0.84304
findPointsRtree , 0.00073
insertPoints , 0.73961
findPointsRtree , 0.00072
insertPoints , 0.80019
findPointsRtree , 0.00077
insertPoints , 0.81219
findPointsRtree , 0.0008
insertPoints , 0.94691
findPointsRtree , 0.00075
insertPoints , 0.97021
findPointsRtree , 0.00112
insertPoints , 0.86408
findPointsRtree , 0.00076
insertPoints , 0.76978
findPointsRtree , 0.00173
insertPoints , 0.93544
findPointsRtree , 0.00077
insertPoints , 0.85106
findPointsRtree , 0.00241
insertPoints , 0.93036
findPointsRtree , 0.00271
insertPoints , 0.86331
findPointsRtree , 0.00107
insertPoints , 0.80529
findPointsRtree , 0.00131
insertPoints , 0.81356
findPointsRtree , 0.00183
insertPoints , 0.83782
findPointsRtree , 0.00104
insertPoints , 0.83241
findPointsRtree , 0.00103
insertPoints , 0.96357
findPointsRtree , 0.00131
insertPoints , 0.98476
findPointsRtree , 0.00151
insertPoints , 1.16534
findPointsRtree , 0.0013
insertPoints , 0.85308
findPointsRtree , 0.0007
insertPoints , 0.79562
findPointsRtree , 0.00087
insertPoints , 0.83801
findPointsRtree , 0.00071
insertPoints , 0.86396
findPointsRtree , 0.00089
insertPoints , 1.10809
findPointsRtree , 0.00094
insertPoints , 1.07144
findPointsRtree , 0.00136
insertPoints , 1.21008
findPointsRtree , 0.001
insertPoints , 0.8934
findPointsRtree , 0.00131
insertPoints , 0.91251
findPointsRtree , 0.00098
insertPoints , 1.16691
findPointsRtree , 0.0009
insertPoints , 0.96915
findPointsRtree , 0.00121
insertPoints , 1.13345
findPointsRtree , 0.00093
insertPoints , 1.23862
findPointsRtree , 0.00076
insertPoints , 1.51027
findPointsRtree , 0.00155
insertPoints , 1.31284
findPointsRtree , 0.00076
insertPoints , 1.53629
findPointsRtree , 0.00089
insertPoints , 1.1645
findPointsRtree , 0.00143
insertPoints , 1.02912
findPointsRtree , 0.00149
insertPoints , 0.96382
findPointsRtree , 0.00084
insertPoints , 0.91595
findPointsRtree , 0.00071
insertPoints , 0.74713
findPointsRtree , 0.00074
insertPoints , 0.78595
findPointsRtree , 0.00074
insertPoints , 0.79479
findPointsRtree , 0.00099
insertPoints , 0.71602
findPointsRtree , 0.00078
insertPoints , 0.81115
findPointsRtree , 0.0008
insertPoints , 0.84666
findPointsRtree , 0.00143
insertPoints , 0.88774
findPointsRtree , 0.00075
insertPoints , 0.82045
findPointsRtree , 0.00111
insertPoints , 0.71283
findPointsRtree , 0.001
insertPoints , 0.79384
findPointsRtree , 0.00099
insertPoints , 1.0078
findPointsRtree , 0.0007
insertPoints , 1.25911
findPointsRtree , 0.00115
insertPoints , 0.99093
findPointsRtree , 0.00132
insertPoints , 0.88908
findPointsRtree , 0.00077
insertPoints , 0.66659
findPointsRtree , 0.00075
insertPoints , 0.64963
findPointsRtree , 0.00087
insertPoints , 0.91166
findPointsRtree , 0.00117
insertPoints , 0.89197
findPointsRtree , 0.00186
insertPoints , 0.86653
findPointsRtree , 0.00073
insertPoints , 0.96734
findPointsRtree , 0.0007
insertPoints , 1.01116
findPointsRtree , 0.00112
insertPoints , 0.92377
findPointsRtree , 0.00075
insertPoints , 0.80359
findPointsRtree , 0.00149
insertPoints , 0.69239
findPointsRtree , 0.00072
insertPoints , 0.77656
findPointsRtree , 0.00066
insertPoints , 0.70741
findPointsRtree , 0.00064
insertPoints , 0.72169
findPointsRtree , 0.00076
insertPoints , 0.73906
findPointsRtree , 0.00083
insertPoints , 0.82265
findPointsRtree , 0.00128
insertPoints , 0.74988
findPointsRtree , 0.00095
insertPoints , 0.99723
findPointsRtree , 0.00072
insertPoints , 0.90248
findPointsRtree , 0.00082
insertPoints , 1.04902
findPointsRtree , 0.00115
insertPoints , 0.91114
findPointsRtree , 0.00123
insertPoints , 1.1265
findPointsRtree , 0.00099
insertPoints , 0.88095
findPointsRtree , 0.00069
insertPoints , 0.74062
findPointsRtree , 0.00139
insertPoints , 0.72068
findPointsRtree , 0.00282
insertPoints , 0.65062
findPointsRtree , 0.0011
insertPoints , 0.78827
findPointsRtree , 0.00077
insertPoints , 0.89438
findPointsRtree , 0.00071
insertPoints , 0.68973
findPointsRtree , 0.00077
insertPoints , 0.72199
findPointsRtree , 0.00071
insertPoints , 0.68525
findPointsRtree , 0.00075
insertPoints , 0.81263
findPointsRtree , 0.00071
insertPoints , 0.97764
findPointsRtree , 0.00081
insertPoints , 0.74071
findPointsRtree , 0.00074
insertPoints , 0.25326
findPointsRtree , 0.00133
insertPoints , 0.36273
findPointsRtree , 0.00051
insertPoints , 0.45688
findPointsRtree , 0.00057
insertPoints , 0.39673
findPointsRtree , 0.00045
insertPoints , 0.50111
findPointsRtree , 0.00054
insertPoints , 0.50756
findPointsRtree , 0.00047
insertPoints , 0.51983
findPointsRtree , 0.00051
insertPoints , 0.52571
findPointsRtree , 0.00067
insertPoints , 0.50391
findPointsRtree , 0.00054
insertPoints , 0.51287
findPointsRtree , 0.00067
insertPoints , 0.61702
findPointsRtree , 0.00048
insertPoints , 0.49833
findPointsRtree , 0.0005
insertPoints , 0.66091
findPointsRtree , 0.0007
insertPoints , 0.45636
findPointsRtree , 0.00051
insertPoints , 0.67452
findPointsRtree , 0.00055
insertPoints , 0.35537
findPointsRtree , 0.00082
insertPoints , 0.78349
findPointsRtree , 0.00048
insertPoints , 0.34362
findPointsRtree , 0.00053
insertPoints , 0.35105
findPointsRtree , 0.00061
insertPoints , 0.36503
findPointsRtree , 0.00051
insertPoints , 0.75558
findPointsRtree , 0.00067
insertPoints , 0.43516
findPointsRtree , 0.00111
insertPoints , 0.42185
findPointsRtree , 0.00059
insertPoints , 0.43065
findPointsRtree , 0.00058
insertPoints , 0.42439
findPointsRtree , 0.00051
insertPoints , 1.52247
findPointsRtree , 0.00051
insertPoints , 0.44594
findPointsRtree , 0.00051
insertPoints , 0.38322
findPointsRtree , 0.00056
insertPoints , 0.39619
findPointsRtree , 0.00051
insertPoints , 0.39244
findPointsRtree , 0.00053
insertPoints , 0.39662
findPointsRtree , 0.00049
insertPoints , 0.41704
findPointsRtree , 0.00051
insertPoints , 0.37927
findPointsRtree , 0.0005
insertPoints , 1.46745
findPointsRtree , 0.0005
insertPoints , 0.38038
findPointsRtree , 0.00048
insertPoints , 0.37283
findPointsRtree , 0.0005
insertPoints , 0.39387
findPointsRtree , 0.00049
insertPoints , 0.45228
findPointsRtree , 0.00051
insertPoints , 0.3792
findPointsRtree , 0.00053
insertPoints , 0.40291
findPointsRtree , 0.00057
insertPoints , 0.44344
findPointsRtree , 0.00056
insertPoints , 0.38433
findPointsRtree , 0.00048
insertPoints , 0.42043
findPointsRtree , 0.00048
insertPoints , 0.39725
findPointsRtree , 0.00052
insertPoints , 0.45434
findPointsRtree , 0.00051
insertPoints , 0.4079
findPointsRtree , 0.0005
insertPoints , 0.49538
findPointsRtree , 0.00054
insertPoints , 0.48087
findPointsRtree , 0.00057
insertPoints , 0.42895
findPointsRtree , 0.0009
insertPoints , 0.46525
findPointsRtree , 0.00058
insertPoints , 1.53958
findPointsRtree , 0.0005
insertPoints , 0.39654
findPointsRtree , 0.00052
insertPoints , 0.40984
findPointsRtree , 0.00062
insertPoints , 0.64714
findPointsRtree , 0.00059
insertPoints , 0.42432
findPointsRtree , 0.0005
insertPoints , 0.39221
findPointsRtree , 0.0005
insertPoints , 0.49627
findPointsRtree , 0.00055
insertPoints , 0.42168
findPointsRtree , 0.00057
insertPoints , 0.43646
findPointsRtree , 0.00069
insertPoints , 0.4163
findPointsRtree , 0.00053
insertPoints , 0.38183
findPointsRtree , 0.00056
insertPoints , 0.44818
findPointsRtree , 0.00049
insertPoints , 0.44591
findPointsRtree , 0.00054
insertPoints , 0.56646
findPointsRtree , 0.00049
insertPoints , 0.50053
findPointsRtree , 0.0005
insertPoints , 0.45682
findPointsRtree , 0.00051
insertPoints , 0.54561
findPointsRtree , 0.00064
insertPoints , 0.57898
findPointsRtree , 0.00062
insertPoints , 0.45248
findPointsRtree , 0.00051
insertPoints , 0.55609
findPointsRtree , 0.00051
insertPoints , 0.5268
findPointsRtree , 0.00069
insertPoints , 0.49728
findPointsRtree , 0.00055
insertPoints , 0.53683
findPointsRtree , 0.00064
insertPoints , 0.73896
findPointsRtree , 0.00051
insertPoints , 0.71028
findPointsRtree , 0.00051
insertPoints , 0.75527
findPointsRtree , 0.00052
insertPoints , 0.61801
findPointsRtree , 0.00054
insertPoints , 0.56128
findPointsRtree , 0.00057
insertPoints , 0.65928
findPointsRtree , 0.00062
insertPoints , 0.49092
findPointsRtree , 0.00059
insertPoints , 0.51106
findPointsRtree , 0.00051
insertPoints , 0.46048
findPointsRtree , 0.00051
insertPoints , 0.51217
findPointsRtree , 0.00052
insertPoints , 0.52667
findPointsRtree , 0.00052
insertPoints , 0.45099
findPointsRtree , 0.00052
insertPoints , 0.45984
findPointsRtree , 0.00057
insertPoints , 0.46863
findPointsRtree , 0.00051
insertPoints , 0.53233
findPointsRtree , 0.00052
insertPoints , 0.46252
findPointsRtree , 0.00056
insertPoints , 0.48596
findPointsRtree , 0.00052
insertPoints , 0.50526
findPointsRtree , 0.00053
insertPoints , 0.56366
findPointsRtree , 0.00061
insertPoints , 0.54192
findPointsRtree , 0.00052
insertPoints , 0.64114
findPointsRtree , 0.00053
insertPoints , 0.68569
findPointsRtree , 0.00053
insertPoints , 0.47488
findPointsRtree , 0.00049
insertPoints , 0.58826
findPointsRtree , 0.00059
insertPoints , 0.52981
findPointsRtree , 0.00052
insertPoints , 0.53237
findPointsRtree , 0.00063
insertPoints , 0.4647
findPointsRtree , 0.00051
insertPoints , 0.90991
findPointsRtree , 0.0005
insertPoints , 0.43083
findPointsRtree , 0.00052
insertPoints , 0.52674
findPointsRtree , 0.00052
insertPoints , 0.54248
findPointsRtree , 0.0005
insertPoints , 0.52875
findPointsRtree , 0.00056
insertPoints , 0.60395
findPointsRtree , 0.00055
insertPoints , 0.5322
findPointsRtree , 0.00051
insertPoints , 0.53112
findPointsRtree , 0.00052
insertPoints , 0.4931
findPointsRtree , 0.00056
insertPoints , 0.41906
findPointsRtree , 0.00052
insertPoints , 0.44761
insertPoints , 0.26044
findPointsRtree , 0.00113
insertPoints , 0.3378
findPointsRtree , 0.00051
insertPoints , 0.45285
findPointsRtree , 0.00051
insertPoints , 0.3985
findPointsRtree , 0.00046
insertPoints , 0.49745
findPointsRtree , 0.00047
insertPoints , 0.51151
findPointsRtree , 0.00061
insertPoints , 0.51278
findPointsRtree , 0.0011
insertPoints , 0.47578
findPointsRtree , 0.00061
insertPoints , 0.41388
findPointsRtree , 0.0005
insertPoints , 0.43885
findPointsRtree , 0.00049
insertPoints , 0.5647
findPointsRtree , 0.00047
insertPoints , 0.50931
findPointsRtree , 0.00051
insertPoints , 0.65898
findPointsRtree , 0.00051
insertPoints , 0.43082
findPointsRtree , 0.00064
insertPoints , 0.79772
findPointsRtree , 0.00057
insertPoints , 0.34364
findPointsRtree , 0.00056
insertPoints , 0.73798
findPointsRtree , 0.00051
insertPoints , 0.34492
findPointsRtree , 0.0005
insertPoints , 0.33936
findPointsRtree , 0.00053
insertPoints , 0.36757
findPointsRtree , 0.00057
insertPoints , 0.83021
findPointsRtree , 0.0005
insertPoints , 0.38858
findPointsRtree , 0.00055
insertPoints , 0.36096
findPointsRtree , 0.00051
insertPoints , 0.37324
findPointsRtree , 0.00058
insertPoints , 0.3834
findPointsRtree , 0.0006
insertPoints , 1.33196
findPointsRtree , 0.00052
insertPoints , 0.46719
findPointsRtree , 0.00053
insertPoints , 0.40176
findPointsRtree , 0.00054
insertPoints , 0.40142
findPointsRtree , 0.00071
insertPoints , 0.41456
findPointsRtree , 0.00054
insertPoints , 0.41989
findPointsRtree , 0.00055
insertPoints , 0.4176
findPointsRtree , 0.00052
insertPoints , 0.39239
findPointsRtree , 0.00056
insertPoints , 1.46943
findPointsRtree , 0.00049
insertPoints , 0.38214
findPointsRtree , 0.00061
insertPoints , 0.4343
findPointsRtree , 0.00058
insertPoints , 0.45185
findPointsRtree , 0.00057
insertPoints , 0.46938
findPointsRtree , 0.0005
insertPoints , 0.40545
findPointsRtree , 0.00062
insertPoints , 0.45816
findPointsRtree , 0.00055
insertPoints , 0.45483
findPointsRtree , 0.00052
insertPoints , 0.38026
findPointsRtree , 0.00049
insertPoints , 0.41351
findPointsRtree , 0.00052
insertPoints , 0.39476
findPointsRtree , 0.00051
insertPoints , 0.44289
findPointsRtree , 0.00053
insertPoints , 0.39858
findPointsRtree , 0.00053
insertPoints , 0.48161
findPointsRtree , 0.00049
insertPoints , 0.45476
findPointsRtree , 0.00052
insertPoints , 0.4286
findPointsRtree , 0.00052
insertPoints , 0.43764
findPointsRtree , 0.00055
insertPoints , 1.48725
findPointsRtree , 0.00049
insertPoints , 0.39673
findPointsRtree , 0.00051
insertPoints , 0.41577
findPointsRtree , 0.00055
insertPoints , 0.65943
findPointsRtree , 0.0005
insertPoints , 0.4258
findPointsRtree , 0.0005
insertPoints , 0.39541
findPointsRtree , 0.00059
insertPoints , 0.46467
findPointsRtree , 0.00052
insertPoints , 0.35975
findPointsRtree , 0.00051
insertPoints , 0.38495
findPointsRtree , 0.00051
insertPoints , 0.37429
findPointsRtree , 0.00052
insertPoints , 0.38192
findPointsRtree , 0.00113
insertPoints , 0.43357
findPointsRtree , 0.0005
insertPoints , 0.41394
findPointsRtree , 0.00056
insertPoints , 0.54079
findPointsRtree , 0.00052
insertPoints , 0.4937
findPointsRtree , 0.00052
insertPoints , 0.45828
findPointsRtree , 0.00051
insertPoints , 0.541
findPointsRtree , 0.00051
insertPoints , 0.50943
findPointsRtree , 0.00051
insertPoints , 0.45118
findPointsRtree , 0.00054
insertPoints , 0.54008
findPointsRtree , 0.00051
insertPoints , 0.46127
findPointsRtree , 0.00057
insertPoints , 0.41261
findPointsRtree , 0.00054
insertPoints , 0.46698
findPointsRtree , 0.00073
insertPoints , 0.71805
findPointsRtree , 0.00054
insertPoints , 0.671
findPointsRtree , 0.00052
insertPoints , 0.26598
findPointsRtree , 0.00128
insertPoints , 0.33238
findPointsRtree , 0.00057
insertPoints , 0.44591
findPointsRtree , 0.00058
insertPoints , 0.41361
findPointsRtree , 0.00053
insertPoints , 0.54524
findPointsRtree , 0.00052
insertPoints , 0.52194
findPointsRtree , 0.00049
insertPoints , 0.51698
findPointsRtree , 0.00048
insertPoints , 0.47722
findPointsRtree , 0.00049
insertPoints , 0.42543
findPointsRtree , 0.00054
insertPoints , 0.46156
findPointsRtree , 0.00045
